timestamp,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8,attention_score
1778575259.5469685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1778575260.0357673,74805.25372090981,92932.87610207511,83210.38135413901,109945.28054538734,62673.8444177919,57039.39432375364,45024.16938831442,124427.26635065871,0.5
1778575260.0357814,74796.53654057224,92923.89070080408,83210.3366506501,109948.47684484445,62696.710252369674,57023.457529957006,45018.24617603376,124420.22555115528,0.5
1778575260.0358007,74784.64541252202,92907.35040990716,83201.57476682363,109952.14253093512,62757.8646251994,57003.720939602965,45004.09752179355,124411.6648330289,0.5
1778575260.035807,74776.95641242938,92899.50494760335,83196.41151385446,109950.77907452335,62790.94520699325,56996.121346488166,44996.40852170093,124404.17699863638,0.5
1778575260.0358124,74792.28970912573,92914.23474719939,83199.18313016692,109947.76158902187,62742.441921525235,57014.6062391527,45010.73598989678,124412.96123420731,0.5
1778575260.035818,74794.36842136006,92916.64873560057,83195.60685105406,109938.8432429842,62683.366260929855,57033.13583530615,45012.90410910894,124412.40244059592,0.5
1778575260.0358229,74793.78727600424,92913.54184312127,83203.69818254688,109945.5487663208,62710.903610098794,57031.92884110557,45011.138321296974,124414.48115283027,0.5
1778575260.035828,74787.28291836774,92906.45634012895,83218.5397408652,109958.08809496023,62772.505017817624,57032.48763471695,45009.461940462825,124411.77659175117,0.5
1778575260.035833,74784.91363345548,92908.51270061883,83227.23456945832,109960.07740021676,62807.127869978896,57030.11834980469,45007.53969043967,124408.35677484951,0.5
1778575260.035838,74791.59680504761,92915.97818326691,83223.47947638982,109942.5983360527,62746.19701459372,57023.725750890466,45008.679629406884,124408.33442310506,0.5
1778575260.035843,74798.5034940843,92925.0306397713,83221.0431362442,109937.01039993888,62688.954197043684,57039.14845456463,45014.20051028735,124411.53072256217,0.5
1778575260.0358474,74793.63081379305,92920.53793913579,83210.06842971664,109937.3456761057,62712.736453144134,57023.457529957006,45014.15580679844,124410.25667312821,0.5
1778575260.0358522,74790.03218293574,92917.07341874522,83216.17045595295,109947.02398145485,62775.07546842998,57018.38368396565,45013.70877190933,124413.25180688522,0.5
1778575260.035857,74790.23334863584,92918.50393039036,83225.40172641298,109955.29412690332,62818.90723930684,57017.24374499843,45019.117894067516,124413.60943479651,0.5
1778575260.0358617,74790.56862480268,92920.22501471342,83225.66994734645,109943.09007443071,62765.62068052539,57019.747140377425,45012.546481197656,124408.37912659397,0.5
1778575260.0358665,74790.65803178049,92918.92861353501,83212.05773497316,109928.67319925704,62705.29332224051,57026.34090499174,45016.793312644164,124412.29068187365,0.5
1778575260.0358713,74789.67455502445,92915.50879663335,83214.47172337434,109933.1435481481,62735.33406678845,57025.58094568026,45016.01100158823,124414.8164289971,0.5
1778575260.035876,74775.21297636187,92902.41067438254,83217.19863619789,109935.73635050493,62793.403898883334,57015.254439741904,45003.158748526424,124407.48505681576,0.5
1778575260.0358806,74760.3490662991,92885.60216255214,83213.22002568484,109928.18146087903,62817.29791370606,57003.11744250268,44990.06062627562,124395.95155667682,0.5
1778575260.035885,74777.29168859622,92904.75760755035,83205.84395001459,109926.86270795617,62766.13477064786,57016.595544409225,45005.818606116605,124407.9097399604,0.5
1778575260.0358899,74795.93304347194,92923.9801077819,83207.56503433765,109926.50508004488,62715.17279328976,57031.77237889438,45028.97501337231,124427.869847759,0.5
1778575260.0358946,74789.74161025783,92915.95583152246,83210.3366506501,109926.23685911142,62733.88120339885,57024.508061946406,45023.029449347196,124422.08074594507,0.5
1778575260.0359051,74775.48119729533,92900.71194180394,83219.72438332134,109928.29321960131,62780.43988709926,57015.410901953095,45003.76224562672,124405.18282713686,0.5
1778575260.03591,74767.56867975816,92893.64879055605,83215.29873791919,109930.52839404684,62814.28042820459,57001.17284073506,44999.71657988031,124402.97000443579,0.5
1778575260.0359147,74780.53269154223,92908.75856980785,83206.11217094805,109924.24755385489,62766.984136937164,57007.006646037895,45012.9264608534,124409.1614376499,0.5
1778575260.0359192,74791.3062323697,92926.55055839427,83226.00522351328,109933.56823129275,62724.42641549426,57049.85494015872,45027.991536616275,124423.22068491229,0.5
1778575260.035924,74784.44424682192,92910.65846808655,83218.18211295392,109929.58962077972,62739.06680811248,57029.7607218934,45019.83314989009,124426.79696402514,0.5
1778575260.0359287,74782.45494156539,92903.86353777214,83213.2870809182,109937.25626912789,62795.013224484115,57010.85114608421,45008.210242773326,124416.89514123145,0.5
1778575260.0359333,74762.98657214481,92898.63322956959,83218.0927059761,109945.1464349206,62832.78767261359,57003.22920122495,45001.61647815901,124398.56671077809,0.5
1778575260.035938,74739.78546140021,92895.30281964575,83201.10538019007,109934.75287374889,62777.467105086704,57009.66650362808,44997.81668160161,124378.58425123505,0.5
1778575260.0359428,74739.76310965576,92898.5214708473,83201.08302844562,109937.27862087234,62722.88414512684,57026.49736720292,45002.734065381774,124378.49484425722,0.5
1778575260.0359473,74724.11688853704,92893.0229417113,83204.21227266935,109960.45737987249,62748.14161636134,57015.81323335329,44995.15682401143,124361.44046323783,0.5
1778575260.035952,74683.36965839502,92872.01230192331,83210.76133379476,109978.67405160356,62799.10359371944,57005.196154737016,44973.453280145324,124308.91386376786,0.5
1778575260.0359569,74648.94797193384,92852.74509820284,83205.8886535035,109980.68570860455,62824.89750682086,57005.687893115035,44944.932454220354,124274.35806683995,0.5
1778575260.0359616,74648.61269576702,92862.37870006308,83199.92073773393,109965.06183923029,62774.33786086296,57008.52656466086,44947.54760832162,124257.9295346653,0.5
1778575260.0359664,74634.64285548245,92868.05604315473,83203.45231335788,109945.5040628319,62718.391444491324,57015.18738450854,44953.22495141327,124226.1677057943,0.5
1778575260.0359712,74592.06278229509,92849.14646734553,83211.61070008406,109945.07937968725,62741.14552034683,57012.125195518165,44939.36686985098,124189.62260360988,0.5
1778575260.035976,74549.840337019,92827.04059207924,83217.19863619789,109949.25915590039,62796.130811706884,57005.01734078138,44917.395105051415,124160.67709454025,0.5
1778575260.0359807,74535.55757231207,92814.97065007337,83210.76133379476,109933.85880397068,62818.16963173982,56993.99793076491,44899.08902634252,124174.35636214691,0.5
1778575260.0359857,74551.51671785316,92811.68494363845,83215.20933094136,109927.73442598993,62761.21738686769,57003.07273901376,44898.41847400886,124141.23107686415,0.5
1778575260.0359905,74529.65671177587,92810.43324594895,83211.16366519495,109918.70432122998,62695.324444213446,57001.955151791,44884.940372102305,124082.08836103539,0.5
1778575260.0359955,74489.87060664542,92808.37688545906,83219.7914385547,109931.13189114713,62725.83457539494,57007.25251522691,44895.24452629621,124055.28861943349,0.5
1778575260.0360005,74464.18845226627,92805.24764123531,83225.37937466853,109939.4467400845,62783.7702970231,57010.158242006095,44894.238697795714,124027.84067724236,0.5
1778575260.036006,74448.9222108033,92768.41196637297,83216.30456641967,109914.56924850575,62783.50207608964,56995.36138717669,44870.9928835622,124018.3188341044,0.5
1778575260.0360107,74431.55490536153,92766.98145472784,83204.882825003,109890.94345461648,62717.497374713115,56992.50036388641,44867.193087004795,124011.45684855663,0.5
1778575260.0360155,74418.568541833,92779.00669324478,83200.30071738968,109885.04259408028,62664.21081593166,57009.68885537254,44867.751880616175,124002.5161507745,0.5
1778575260.0360203,74413.85232375293,92769.10487045109,83210.80603728366,109885.80255339177,62682.98628127412,57004.74911984791,44868.534191672115,124005.31011883142,0.5
1778575260.0360248,74407.52678007208,92760.92413198044,83220.32788042162,109886.85308538117,62730.41668300828,56998.11065174468,44864.10854626996,124001.80089495194,0.5
1778575260.0360296,74403.61522479239,92756.5878935561,83224.61941535705,109888.73063191542,62758.93750893325,56998.13300348914,44860.152287501376,123992.12258960279,0.5
1778575260.036034,74418.14385868835,92770.08834720711,83207.16270293745,109878.5829399327,62705.963874574176,57001.485765157435,44868.243618994195,124008.34995607733,0.5
1778575260.0360389,74435.53351587457,92785.75692007029,83188.56605155063,109864.54604441478,62648.45283609067,57005.84435532622,44873.7421481302,124023.5267905625,0.5
1778575260.0360436,74432.18075420627,92777.62088508856,83191.38237135201,109869.50813168385,62673.59854860289,57004.570305892266,44873.67509289683,124023.70560451814,0.5
1778575260.0360484,74424.31294015801,92763.42752735944,83202.15591217947,109877.24183526539,62731.400159764315,56992.50036388641,44869.62942715042,124020.10697366083,0.5
1778575260.036053,74433.85713504042,92760.20887615788,83206.89448200399,109872.99500381888,62762.022049668085,56985.772488805356,44862.722738113735,124031.3275493774,0.5
1778575260.0360577,74447.9163823028,92770.93771349642,83191.80705449666,109852.76667508682,62699.235999493125,56980.76569804737,44863.147421258385,124036.53550583548,0.5
1778575260.0360625,74473.01739132612,92785.28753343673,83187.60492653906,109846.50818663934,62639.55684179746,56995.60725636569,44875.95497083128,124057.32262817892,0.5
1778575260.036067,74472.61505992593,92778.62671358904,83182.15110089196,109848.92217504051,62658.37701062883,56991.22631445245,44877.83251736552,124064.09520674888,0.5
1778575260.0360715,74480.66168792984,92783.27587643574,83197.46204584384,109871.07275379573,62726.41572075078,56990.77927956334,44889.32131401555,124080.27786973452,0.5
1778575260.0360763,74487.94835662226,92780.95129501239,83203.60877556905,109875.56545443124,62757.127017632374,56984.40903239358,44884.4933372132,124087.02809656003,0.5
1778575260.0360818,74493.335127036,92778.29143742222,83190.15302540697,109858.71223911193,62694.54213315751,56981.39154689212,44880.6935406558,124087.07280004893,0.5
1778575260.0360863,74510.34480456648,92792.32833294015,83174.43974905489,109849.928003541,62635.287658606496,56979.536352102325,44889.65659018238,124102.87548337884,0.5
1778575260.036091,74522.41474657235,92796.08342600864,83176.11612988904,109863.20493974745,62663.76378104255,56970.9979857204,44895.289229785114,124115.68303295173,0.5
1778575260.0360956,74520.85012446048,92787.36624567107,83175.80320546665,109877.95709108796,62722.28064802655,56962.28080538283,44891.78000590563,124117.38176553033,0.5
