timestamp,trial_label,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch5_theta,ch5_alpha,ch5_beta,ch5_gamma,ch6_theta,ch6_alpha,ch6_beta,ch6_gamma,ch7_theta,ch7_alpha,ch7_beta,ch7_gamma,ch8_theta,ch8_alpha,ch8_beta,ch8_gamma,avg_beta_alpha,avg_engagement_index
22:59:30.156,focus,7217620.712,2608015.633,2610185.128,537270.562,2423322.131,873739.69,875247.369,179700.242,138089.611,48993.078,49297.678,10069.222,2429256.069,875871.844,877401.439,180139.867,2425390.327,874485.193,876013.305,179854.344,208145.883,78255.826,77430.827,15413.787,45.769,21.227,34.279,46.494,1244593.35,448536.993,447127.595,90523.938,1.0767,0.2965
22:59:30.294,focus,14255057.2,2468889.329,3259765.002,641164.587,4245402.753,4202530.465,2305364.044,293559.147,1173341.028,271432.398,480736.116,144513.658,6860832.599,5504397.065,2971615.706,524918.846,3864281.965,4070902.852,2227645.853,532851.171,702506.566,650966.65,769637.345,106899.87,2353931.378,434137.811,427321.194,26369.786,7470746.778,3497198.532,5589264.468,663013.02,1.0615,0.3191
22:59:30.428,focus,14255057.2,2468889.329,3259765.002,641164.587,4245402.753,4202530.465,2305364.044,293559.147,1173341.028,271432.398,480736.116,144513.658,6860832.599,5504397.065,2971615.706,524918.846,3864281.965,4070902.852,2227645.853,532851.171,702506.566,650966.65,769637.345,106899.87,2353931.378,434137.811,427321.194,26369.786,7470746.778,3497198.532,5589264.468,663013.02,1.0615,0.3191
22:59:30.553,focus,14255057.2,2468889.329,3259765.002,641164.587,4245402.753,4202530.465,2305364.044,293559.147,1173341.028,271432.398,480736.116,144513.658,6860832.599,5504397.065,2971615.706,524918.846,3864281.965,4070902.852,2227645.853,532851.171,702506.566,650966.65,769637.345,106899.87,2353931.378,434137.811,427321.194,26369.786,7470746.778,3497198.532,5589264.468,663013.02,1.0615,0.3191
22:59:30.685,focus,14255057.2,2468889.329,3259765.002,641164.587,4245402.753,4202530.465,2305364.044,293559.147,1173341.028,271432.398,480736.116,144513.658,6860832.599,5504397.065,2971615.706,524918.846,3864281.965,4070902.852,2227645.853,532851.171,702506.566,650966.65,769637.345,106899.87,2353931.378,434137.811,427321.194,26369.786,7470746.778,3497198.532,5589264.468,663013.02,1.0615,0.3191
22:59:30.807,focus,15833677.806,4612086.731,3315403.906,546745.529,10031561.011,2999009.82,2613785.704,409616.584,4363206.681,1589423.746,819163.398,333688.649,12278240.396,3595629.588,1561616.273,281749.134,5432860.73,9146522.686,2775450.249,385528.535,2606419.705,1428558.189,1104410.672,108005.598,2876337.563,590220.393,410850.244,13950.608,6813228.586,3984636.679,5191098.408,736406.263,0.7019,0.2078
22:59:30.941,focus,15833677.806,4612086.731,3315403.906,546745.529,10031561.011,2999009.82,2613785.704,409616.584,4363206.681,1589423.746,819163.398,333688.649,12278240.396,3595629.588,1561616.273,281749.134,5432860.73,9146522.686,2775450.249,385528.535,2606419.705,1428558.189,1104410.672,108005.598,2876337.563,590220.393,410850.244,13950.608,6813228.586,3984636.679,5191098.408,736406.263,0.7019,0.2078
22:59:31.076,focus,15833677.806,4612086.731,3315403.906,546745.529,10031561.011,2999009.82,2613785.704,409616.584,4363206.681,1589423.746,819163.398,333688.649,12278240.396,3595629.588,1561616.273,281749.134,5432860.73,9146522.686,2775450.249,385528.535,2606419.705,1428558.189,1104410.672,108005.598,2876337.563,590220.393,410850.244,13950.608,6813228.586,3984636.679,5191098.408,736406.263,0.7019,0.2078
22:59:31.205,focus,15833677.806,4612086.731,3315403.906,546745.529,10031561.011,2999009.82,2613785.704,409616.584,4363206.681,1589423.746,819163.398,333688.649,12278240.396,3595629.588,1561616.273,281749.134,5432860.73,9146522.686,2775450.249,385528.535,2606419.705,1428558.189,1104410.672,108005.598,2876337.563,590220.393,410850.244,13950.608,6813228.586,3984636.679,5191098.408,736406.263,0.7019,0.2078
22:59:31.338,focus,20053207.231,4798259.513,3559662.578,588458.691,11084791.463,3943880.515,3791154.686,448508.128,5035246.109,3529009.695,2171482.852,634248.554,17282792.089,4856041.243,2972958.429,331065.585,14787562.958,12113057.226,4273469.918,569194.985,2412419.806,1416612.81,1055501.105,119511.369,3141751.732,598450.896,474900.465,23588.563,7850648.38,4803492.35,6083847.86,942484.065,0.7611,0.2282
