timestamp,trial_label,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch5_theta,ch5_alpha,ch5_beta,ch5_gamma,ch6_theta,ch6_alpha,ch6_beta,ch6_gamma,ch7_theta,ch7_alpha,ch7_beta,ch7_gamma,ch8_theta,ch8_alpha,ch8_beta,ch8_gamma,avg_beta_alpha,avg_engagement_index
22:54:22.659,concentrate,7113872.057,2576637.288,2576428.644,530240.876,5217303.939,1888089.743,1889520.182,388876.224,112964.54,40706.406,41098.959,8468.563,3232472.096,1169568.328,1171177.409,241532.071,5221371.92,1889533.478,1890991.005,389173.718,453957.712,164444.785,164678.783,33955.329,21758.19,7774.102,7870.879,1715.654,1030212.755,372904.19,372354.235,76235.432,1.0031,0.2662
22:54:22.684,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:22.792,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:22.815,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:22.926,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:22.948,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:23.050,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:23.072,concentrate,7094782.92,2570546.913,2569186.266,529609.246,5243610.412,1899161.735,1898780.369,391413.774,116647.049,41860.312,41774.355,8660.47,3253358.541,1178102.527,1178691.516,243457.602,5247607.08,1900626.434,1900262.002,391710.748,458008.529,165889.636,166012.758,34317.882,20899.957,7530.173,7618.029,1714.166,1032570.778,374043.678,373963.409,77026.943,1.0012,0.2659
22:54:23.187,concentrate,7092361.253,2569850.18,2569654.445,529073.552,5254420.826,1903230.917,1902939.02,391224.25,116420.67,42531.241,42553.962,8732.563,3257735.679,1179579.618,1180256.614,243018.321,5258472.25,1904695.134,1904399.558,391517.378,457466.539,165872.071,166110.365,34135.096,22203.757,8094.961,8135.344,1729.791,1039548.324,375499.857,375861.42,76576.96,1.001,0.2665
22:54:23.212,concentrate,7092361.253,2569850.18,2569654.445,529073.552,5254420.826,1903230.917,1902939.02,391224.25,116420.67,42531.241,42553.962,8732.563,3257735.679,1179579.618,1180256.614,243018.321,5258472.25,1904695.134,1904399.558,391517.378,457466.539,165872.071,166110.365,34135.096,22203.757,8094.961,8135.344,1729.791,1039548.324,375499.857,375861.42,76576.96,1.001,0.2665
22:54:23.325,concentrate,7092361.253,2569850.18,2569654.445,529073.552,5254420.826,1903230.917,1902939.02,391224.25,116420.67,42531.241,42553.962,8732.563,3257735.679,1179579.618,1180256.614,243018.321,5258472.25,1904695.134,1904399.558,391517.378,457466.539,165872.071,166110.365,34135.096,22203.757,8094.961,8135.344,1729.791,1039548.324,375499.857,375861.42,76576.96,1.001,0.2665
