timestamp,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8,attention_score
1778599026.375815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1778599026.3916209,-98342.24412944843,15975.752887219536,-1205.6754476637182,-28072.427579453895,-47119.31015483262,-21748.381465480503,16763.6071757802,-24346.838813643317,0.5
1778599026.8710403,-98461.04365122839,16085.946987384199,-1204.848433118872,-28138.85696397507,-46904.88987027286,-21773.39306752599,16334.721903171767,-24404.126334682267,0.5
1778599026.871058,-98409.14290060317,16072.558292455471,-1206.1895377861904,-28093.348812264063,-46952.38732724039,-21757.098645818074,16446.54768068167,-24399.96891021358,0.5
1778599026.8710725,-98272.81961117026,15934.29040125494,-1208.0447325759808,-28010.557950801605,-47214.99797284579,-21732.019988539218,16891.190933131093,-24382.713363494084,0.5
1778599026.871078,-98230.55246240526,15877.025231960444,-1207.843566875883,-27993.190645359835,-47294.4137208955,-21716.999616265253,17095.82115361943,-24329.404452968178,0.5
1778599026.8710885,-98312.82923374526,15985.811172224425,-1205.6754476637182,-28045.0690442406,-47083.4132532374,-21731.7294158613,16819.866516574206,-24298.62610085322,0.5
1778599026.8710985,-98439.47421782902,16090.462039764172,-1205.004895330059,-28118.9862631543,-46890.87532649939,-21775.78470418271,16343.886118398443,-24396.83966598984,0.5
1778599026.8711033,-98396.20124056355,16073.65352793378,-1205.8542616193606,-28075.959155077835,-46941.32321373501,-21757.232756284804,16462.260957033748,-24388.21189263009,0.5
1778599026.8711228,-98237.45915144196,15948.953145617623,-1207.1283110533132,-27989.34614531352,-47188.0864725216,-21720.799412822656,16953.82052109486,-24331.550220435885,0.5
1778599026.8711357,-98188.3747206181,15891.844438534314,-1207.3965319867768,-27965.63094444644,-47269.73739501684,-21715.524401131202,17118.038787608002,-24296.90501653016,0.5
1778599026.8711565,-98287.70587297749,15989.365099592818,-1205.6307441748077,-28029.713395799805,-47075.500735700225,-21736.937372319386,16803.102708232727,-24293.86517928424,0.5
1778599026.8711724,-98414.39556055017,16092.317234553962,-1204.8931366077825,-28106.379879281507,-46881.95698046172,-21779.562148995657,16336.890022383932,-24387.139008896236,0.5
1778599026.871214,-98379.05745256633,16068.17735054223,-1206.1224825528245,-28074.260422499232,-46947.53699869359,-21766.508730233756,16431.236735729784,-24404.573369571375,0.5
1778599026.8712313,-98230.84303508319,15935.29622975543,-1207.7318081536066,-27985.30047956711,-47200.04465580519,-21732.645837383967,16913.58738107531,-24360.20515682759,0.5
1778599026.871236,-98203.75272080336,15870.38676385722,-1207.3741802423217,-27975.689229451327,-47297.677075585976,-21732.06469202813,17054.649240332754,-24349.52102297795,0.5
1778599026.8712416,-98303.19563188501,15968.10859061582,-1205.7648546415394,-28035.480145869275,-47097.293686544144,-21745.319276490125,16765.12709440316,-24335.372368737742,0.5
1778599026.8712487,-98395.30717078534,16095.04414737751,-1205.0943023078803,-28079.960117335337,-46856.83361969395,-21768.565090723645,16377.972528692786,-24358.05938935988,0.5
1778599026.8712535,-98353.39764993163,16068.356164497873,-1205.9660203416372,-28050.656980354426,-46937.52341717761,-21763.625355199023,16450.056904561152,-24398.851322990817,0.5
1778599026.8712673,-98210.30178192876,15936.279706511463,-1207.4188837312322,-27966.256793291188,-47191.05925453416,-21729.807165838145,16919.10826195577,-24347.978752610536,0.5
1778599026.87128,-98167.67700525248,15883.551941341395,-1207.3071250089556,-27936.618380143453,-47260.43906932343,-21718.832459310586,17104.62774093482,-24297.441458397087,0.5
1778599026.8712893,-98274.71950944896,15978.68096574318,-1205.8319098749055,-28011.1614479019,-47079.85932586901,-21747.263878257738,16767.049344426316,-24323.548295920886,0.5
1778599026.8712943,-98395.977723119,16081.744859426602,-1205.1613575412462,-28089.03492558419,-46888.975428220685,-21783.31724206415,16305.888152824422,-24421.672454079682,0.5
1778599026.8712988,-98365.2664262374,16057.806141114968,-1206.3683517418328,-28058.502442658242,-46960.47865873321,-21771.314355291648,16388.991938709252,-24445.767634602504,0.5
1778599026.8713076,-98213.20750870794,15936.033837322455,-1207.7988633869725,-27961.71938916676,-47191.79686210118,-21727.549639648158,16901.852715236273,-24370.1516831102,0.5
1778599026.8713121,-98156.99287140285,15890.324519911352,-1207.3741802423217,-27929.95756029577,-47254.35939483159,-21713.691558085866,17103.845429878882,-24307.455039913064,0.5
1778599026.871317,-98255.00527083938,15985.54295129096,-1205.6754476637182,-27995.53757852764,-47067.230590251755,-21737.87614558651,16785.7130510465,-24316.351034206276,0.5
1778599026.8713217,-98367.70276638304,16098.106336367886,-1204.781377885506,-28058.65890486943,-46852.25151208061,-21770.844968658086,16348.71409520079,-24376.49957853551,0.5
1778599026.8713264,-98326.9108327521,16077.632138446825,-1205.9660203416372,-28024.2148666638,-46917.071571001004,-21759.177358052417,16436.981134054797,-24395.386802600242,0.5
1778599026.8713312,-98197.87421201161,15934.513918699495,-1208.0223808315254,-27954.63388617443,-47195.90958308096,-21737.429110697405,16869.509741009446,-24388.815389730382,0.5
1778599026.871336,-98162.51375228331,15875.013574959466,-1207.776511642517,-27939.032368544624,-47281.91909574498,-21727.080253014596,17039.22653665859,-24357.96998238206,0.5
1778599026.8713405,-98288.17525961105,15961.291308556953,-1206.0554273194584,-28022.58318931856,-47115.15273036394,-21758.506805718756,16680.05635500626,-24403.34402362633,0.5
1778599026.8713453,-98407.3324093023,16076.827475646434,-1205.1837092857015,-28077.70259114535,-46887.12023343089,-21781.03736412971,16278.686079822313,-24446.192317747154,0.5
1778599026.87135,-98326.7543705409,16083.823571660945,-1205.7425028970843,-28005.081773410056,-46895.32332364599,-21749.25318351426,16470.620509460034,-24380.455837304096,0.5
1778599026.8713548,-98177.37766234609,15949.981325862567,-1207.3741802423217,-27927.543571894596,-47165.37710015501,-21726.186183236383,16906.47952633852,-24362.77560743995,0.5
1778599026.8713593,-98156.83640919166,15877.405211616186,-1207.463587220143,-27923.76612708165,-47276.197049164424,-21730.72358736081,17022.820356228396,-24370.218738343567,0.5
1778599026.871364,-98275.90415190508,15968.220349338097,-1206.010723830548,-27997.996270417723,-47094.298552787135,-21752.87416611602,16692.6403871346,-24388.189540885633,0.5
1778599026.871369,-98353.97879528748,16104.700100982202,-1204.8037296299613,-28026.517096342697,-46825.22825303415,-21758.193881296385,16367.042525654142,-24360.652191716694,0.5
1778599026.8713732,-98304.22381212996,16083.957682127677,-1205.8319098749055,-27992.0060029037,-46892.84228001145,-21757.88095687401,16438.34459046657,-24389.552997297407,0.5
1778599026.871378,-98166.64882500755,15946.807378149913,-1207.3741802423217,-27911.338557164498,-47157.30812040665,-21724.420395424415,16893.135534898705,-24353.477281746542,0.5
1778599026.8713825,-98116.37975172755,15889.788078044425,-1207.8212151314278,-27886.908100474848,-47242.155342358994,-21715.211476708828,17073.782333586496,-24310.628987625718,0.5
1778599026.871387,-98220.94121228949,15979.128000632287,-1205.7872063859948,-27956.82435713105,-47063.2072762498,-21738.859622342545,16742.529480758843,-24331.416109969156,0.5
