timestamp,trial_label,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch5_theta,ch5_alpha,ch5_beta,ch5_gamma,ch6_theta,ch6_alpha,ch6_beta,ch6_gamma,ch7_theta,ch7_alpha,ch7_beta,ch7_gamma,ch8_theta,ch8_alpha,ch8_beta,ch8_gamma,avg_beta_alpha,avg_engagement_index
22:45:32.565,Trial Label,11814737.517,4342456.996,4313022.193,886899.195,5629046.893,2067047.618,2053737.597,416550.574,1119111.808,81145.478,37175.543,3819.418,5642476.361,2071992.068,2058688.312,417534.291,8028750.932,2812600.154,2760138.258,561842.52,198330.385,65999.702,55760.226,10872.361,77043.848,31451.467,24528.266,3831.617,2935761.926,1033042.802,936934.275,174083.352,0.8689,0.2199
22:45:32.590,Trial Label,11814737.517,4342456.996,4313022.193,886899.195,5629046.893,2067047.618,2053737.597,416550.574,1119111.808,81145.478,37175.543,3819.418,5642476.361,2071992.068,2058688.312,417534.291,8028750.932,2812600.154,2760138.258,561842.52,198330.385,65999.702,55760.226,10872.361,77043.848,31451.467,24528.266,3831.617,2935761.926,1033042.802,936934.275,174083.352,0.8689,0.2199
22:45:32.700,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:32.723,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:32.836,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:32.861,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:32.971,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:32.994,Trial Label,11977532.168,4339121.446,4342460.334,892815.691,5691379.494,2044947.113,2037780.18,417403.13,1235544.647,132085.063,47843.767,3511.259,5705010.033,2049838.724,2042635.962,418407.247,7846192.021,2810872.995,2753303.657,564342.676,206073.024,67618.521,59173.367,11225.524,78249.291,35397.743,27406.667,3772.469,2906088.379,1053129.777,946644.605,176249.43,0.8605,0.2228
22:45:33.107,Trial Label,11955295.96,4312216.635,4388970.383,892759.781,5705755.732,2038564.065,2062594.52,419696.841,1265259.619,135496.094,44723.027,3348.511,5719390.45,2043430.29,2067543.603,420685.298,7766267.051,2789733.171,2690301.464,547281.144,200615.196,61605.157,61388.883,11222.38,73820.349,35818.335,25560.354,3460.25,2941897.974,1082001.983,892054.842,167756.763,0.8588,0.2223
22:45:33.131,Trial Label,11955295.96,4312216.635,4388970.383,892759.781,5705755.732,2038564.065,2062594.52,419696.841,1265259.619,135496.094,44723.027,3348.511,5719390.45,2043430.29,2067543.603,420685.298,7766267.051,2789733.171,2690301.464,547281.144,200615.196,61605.157,61388.883,11222.38,73820.349,35818.335,25560.354,3460.25,2941897.974,1082001.983,892054.842,167756.763,0.8588,0.2223
22:45:33.261,Trial Label,11955295.96,4312216.635,4388970.383,892759.781,5705755.732,2038564.065,2062594.52,419696.841,1265259.619,135496.094,44723.027,3348.511,5719390.45,2043430.29,2067543.603,420685.298,7766267.051,2789733.171,2690301.464,547281.144,200615.196,61605.157,61388.883,11222.38,73820.349,35818.335,25560.354,3460.25,2941897.974,1082001.983,892054.842,167756.763,0.8588,0.2223
22:45:33.339,Trial Label,11955295.96,4312216.635,4388970.383,892759.781,5705755.732,2038564.065,2062594.52,419696.841,1265259.619,135496.094,44723.027,3348.511,5719390.45,2043430.29,2067543.603,420685.298,7766267.051,2789733.171,2690301.464,547281.144,200615.196,61605.157,61388.883,11222.38,73820.349,35818.335,25560.354,3460.25,2941897.974,1082001.983,892054.842,167756.763,0.8588,0.2223
