timestamp,label,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch1_beta_alpha,ch1_beta_theta_alpha,ch1_one_over_alpha,ch1_rms,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch2_beta_alpha,ch2_beta_theta_alpha,ch2_one_over_alpha,ch2_rms,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch3_beta_alpha,ch3_beta_theta_alpha,ch3_one_over_alpha,ch3_rms,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch4_beta_alpha,ch4_beta_theta_alpha,ch4_one_over_alpha,ch4_rms,ch5_theta,ch5_alpha,ch5_beta,ch5_gamma,ch5_beta_alpha,ch5_beta_theta_alpha,ch5_one_over_alpha,ch5_rms,ch6_theta,ch6_alpha,ch6_beta,ch6_gamma,ch6_beta_alpha,ch6_beta_theta_alpha,ch6_one_over_alpha,ch6_rms,ch7_theta,ch7_alpha,ch7_beta,ch7_gamma,ch7_beta_alpha,ch7_beta_theta_alpha,ch7_one_over_alpha,ch7_rms,ch8_theta,ch8_alpha,ch8_beta,ch8_gamma,ch8_beta_alpha,ch8_beta_theta_alpha,ch8_one_over_alpha,ch8_rms,avg_beta_alpha,avg_beta_theta_alpha,avg_one_over_alpha
1778618534.8380291,1,0,0,0,0,1.75,0.427,0.013,28.5,0,0,0,0,2.627,0.302,0.055,19.1,0,0,0,0,2.623,0.301,0.055,19.1,0,0,0,0,1.871,0.582,0.026,14.7,0,0,0,0,2.272,0.297,0.035,19.2,0,0,0,0,3.272,1.552,0.278,6.0,0,0,0,0,3.335,0.524,0.051,14.6,0,0,0,0,1.884,0.587,0.025,15.2,2.4542,0.5714,0.0671
1778618535.3159633,1,0,0,0,0,1.714,0.45,0.013,23.3,0,0,0,0,2.591,0.317,0.055,19.2,0,0,0,0,2.589,0.317,0.055,19.2,0,0,0,0,1.797,0.735,0.025,15.5,0,0,0,0,2.314,0.32,0.037,16.9,0,0,0,0,3.03,1.632,0.266,5.6,0,0,0,0,3.27,0.544,0.051,13.8,0,0,0,0,1.808,0.745,0.024,15.8,2.3891,0.6324,0.0657
1778618535.3159633,1,0,0,0,0,1.714,0.45,0.013,23.3,0,0,0,0,2.591,0.317,0.055,19.2,0,0,0,0,2.589,0.317,0.055,19.2,0,0,0,0,1.797,0.735,0.025,15.5,0,0,0,0,2.314,0.32,0.037,16.9,0,0,0,0,3.03,1.632,0.266,5.6,0,0,0,0,3.27,0.544,0.051,13.8,0,0,0,0,1.808,0.745,0.024,15.8,2.3891,0.6324,0.0657
1778618535.3159633,1,0,0,0,0,1.714,0.45,0.013,23.3,0,0,0,0,2.591,0.317,0.055,19.2,0,0,0,0,2.589,0.317,0.055,19.2,0,0,0,0,1.797,0.735,0.025,15.5,0,0,0,0,2.314,0.32,0.037,16.9,0,0,0,0,3.03,1.632,0.266,5.6,0,0,0,0,3.27,0.544,0.051,13.8,0,0,0,0,1.808,0.745,0.024,15.8,2.3891,0.6324,0.0657
1778618535.7971208,1,0,0,0,0,1.656,0.499,0.012,25.8,0,0,0,0,2.152,0.354,0.044,19.1,0,0,0,0,2.151,0.353,0.044,19.1,0,0,0,0,1.742,0.889,0.024,14.9,0,0,0,0,2.087,0.418,0.032,18.4,0,0,0,0,2.952,1.749,0.255,5.5,0,0,0,0,2.736,0.713,0.041,14.4,0,0,0,0,1.758,0.888,0.023,15.0,2.1544,0.7329,0.0596
1778618535.7971208,1,0,0,0,0,1.656,0.499,0.012,25.8,0,0,0,0,2.152,0.354,0.044,19.1,0,0,0,0,2.151,0.353,0.044,19.1,0,0,0,0,1.742,0.889,0.024,14.9,0,0,0,0,2.087,0.418,0.032,18.4,0,0,0,0,2.952,1.749,0.255,5.5,0,0,0,0,2.736,0.713,0.041,14.4,0,0,0,0,1.758,0.888,0.023,15.0,2.1544,0.7329,0.0596
1778618535.7971208,1,0,0,0,0,1.656,0.499,0.012,25.8,0,0,0,0,2.152,0.354,0.044,19.1,0,0,0,0,2.151,0.353,0.044,19.1,0,0,0,0,1.742,0.889,0.024,14.9,0,0,0,0,2.087,0.418,0.032,18.4,0,0,0,0,2.952,1.749,0.255,5.5,0,0,0,0,2.736,0.713,0.041,14.4,0,0,0,0,1.758,0.888,0.023,15.0,2.1544,0.7329,0.0596
1778618535.7971208,1,0,0,0,0,1.656,0.499,0.012,25.8,0,0,0,0,2.152,0.354,0.044,19.1,0,0,0,0,2.151,0.353,0.044,19.1,0,0,0,0,1.742,0.889,0.024,14.9,0,0,0,0,2.087,0.418,0.032,18.4,0,0,0,0,2.952,1.749,0.255,5.5,0,0,0,0,2.736,0.713,0.041,14.4,0,0,0,0,1.758,0.888,0.023,15.0,2.1544,0.7329,0.0596
1778618536.2782123,1,0,0,0,0,1.465,0.531,0.011,28.4,0,0,0,0,2.073,0.382,0.046,16.8,0,0,0,0,2.067,0.381,0.046,16.7,0,0,0,0,1.651,0.778,0.025,16.8,0,0,0,0,1.867,0.457,0.031,19.8,0,0,0,0,2.85,1.698,0.263,6.2,0,0,0,0,2.589,0.78,0.042,15.6,0,0,0,0,1.659,0.779,0.024,17.0,2.0277,0.7233,0.0611
1778618536.2782123,1,0,0,0,0,1.465,0.531,0.011,28.4,0,0,0,0,2.073,0.382,0.046,16.8,0,0,0,0,2.067,0.381,0.046,16.7,0,0,0,0,1.651,0.778,0.025,16.8,0,0,0,0,1.867,0.457,0.031,19.8,0,0,0,0,2.85,1.698,0.263,6.2,0,0,0,0,2.589,0.78,0.042,15.6,0,0,0,0,1.659,0.779,0.024,17.0,2.0277,0.7233,0.0611
1778618536.2782123,1,0,0,0,0,1.465,0.531,0.011,28.4,0,0,0,0,2.073,0.382,0.046,16.8,0,0,0,0,2.067,0.381,0.046,16.7,0,0,0,0,1.651,0.778,0.025,16.8,0,0,0,0,1.867,0.457,0.031,19.8,0,0,0,0,2.85,1.698,0.263,6.2,0,0,0,0,2.589,0.78,0.042,15.6,0,0,0,0,1.659,0.779,0.024,17.0,2.0277,0.7233,0.0611
1778618536.758595,1,0,0,0,0,1.641,0.49,0.012,26.5,0,0,0,0,2.177,0.551,0.049,16.2,0,0,0,0,2.181,0.549,0.049,16.2,0,0,0,0,1.798,0.874,0.026,19.4,0,0,0,0,2.02,0.551,0.033,19.3,0,0,0,0,3.029,1.871,0.273,6.9,0,0,0,0,2.696,0.881,0.044,15.4,0,0,0,0,1.794,0.884,0.025,19.6,2.167,0.8314,0.064
1778618536.758595,1,0,0,0,0,1.641,0.49,0.012,26.5,0,0,0,0,2.177,0.551,0.049,16.2,0,0,0,0,2.181,0.549,0.049,16.2,0,0,0,0,1.798,0.874,0.026,19.4,0,0,0,0,2.02,0.551,0.033,19.3,0,0,0,0,3.029,1.871,0.273,6.9,0,0,0,0,2.696,0.881,0.044,15.4,0,0,0,0,1.794,0.884,0.025,19.6,2.167,0.8314,0.064
1778618536.758595,1,0,0,0,0,1.641,0.49,0.012,26.5,0,0,0,0,2.177,0.551,0.049,16.2,0,0,0,0,2.181,0.549,0.049,16.2,0,0,0,0,1.798,0.874,0.026,19.4,0,0,0,0,2.02,0.551,0.033,19.3,0,0,0,0,3.029,1.871,0.273,6.9,0,0,0,0,2.696,0.881,0.044,15.4,0,0,0,0,1.794,0.884,0.025,19.6,2.167,0.8314,0.064
1778618536.758595,1,0,0,0,0,1.641,0.49,0.012,26.5,0,0,0,0,2.177,0.551,0.049,16.2,0,0,0,0,2.181,0.549,0.049,16.2,0,0,0,0,1.798,0.874,0.026,19.4,0,0,0,0,2.02,0.551,0.033,19.3,0,0,0,0,3.029,1.871,0.273,6.9,0,0,0,0,2.696,0.881,0.044,15.4,0,0,0,0,1.794,0.884,0.025,19.6,2.167,0.8314,0.064
1778618537.2390804,1,0,0,0,0,1.534,0.47,0.011,23.9,0,0,0,0,1.991,0.518,0.042,15.4,0,0,0,0,1.999,0.518,0.042,15.4,0,0,0,0,1.847,0.843,0.025,16.7,0,0,0,0,1.89,0.508,0.029,17.8,0,0,0,0,2.982,1.798,0.247,6.0,0,0,0,0,2.36,0.786,0.037,14.2,0,0,0,0,1.845,0.849,0.024,17.2,2.056,0.7863,0.057
1778618537.2390804,1,0,0,0,0,1.534,0.47,0.011,23.9,0,0,0,0,1.991,0.518,0.042,15.4,0,0,0,0,1.999,0.518,0.042,15.4,0,0,0,0,1.847,0.843,0.025,16.7,0,0,0,0,1.89,0.508,0.029,17.8,0,0,0,0,2.982,1.798,0.247,6.0,0,0,0,0,2.36,0.786,0.037,14.2,0,0,0,0,1.845,0.849,0.024,17.2,2.056,0.7863,0.057
1778618537.2390804,1,0,0,0,0,1.534,0.47,0.011,23.9,0,0,0,0,1.991,0.518,0.042,15.4,0,0,0,0,1.999,0.518,0.042,15.4,0,0,0,0,1.847,0.843,0.025,16.7,0,0,0,0,1.89,0.508,0.029,17.8,0,0,0,0,2.982,1.798,0.247,6.0,0,0,0,0,2.36,0.786,0.037,14.2,0,0,0,0,1.845,0.849,0.024,17.2,2.056,0.7863,0.057
1778618537.7198043,1,0,0,0,0,1.152,0.382,0.009,26.1,0,0,0,0,1.507,0.397,0.036,16.2,0,0,0,0,1.516,0.399,0.036,16.2,0,0,0,0,1.482,0.644,0.022,16.0,0,0,0,0,1.462,0.383,0.026,18.3,0,0,0,0,2.178,1.254,0.201,6.3,0,0,0,0,1.754,0.6,0.032,16.1,0,0,0,0,1.467,0.638,0.021,16.4,1.5646,0.5873,0.0479
1778618537.7198043,1,0,0,0,0,1.152,0.382,0.009,26.1,0,0,0,0,1.507,0.397,0.036,16.2,0,0,0,0,1.516,0.399,0.036,16.2,0,0,0,0,1.482,0.644,0.022,16.0,0,0,0,0,1.462,0.383,0.026,18.3,0,0,0,0,2.178,1.254,0.201,6.3,0,0,0,0,1.754,0.6,0.032,16.1,0,0,0,0,1.467,0.638,0.021,16.4,1.5646,0.5873,0.0479
1778618537.7198043,1,0,0,0,0,1.152,0.382,0.009,26.1,0,0,0,0,1.507,0.397,0.036,16.2,0,0,0,0,1.516,0.399,0.036,16.2,0,0,0,0,1.482,0.644,0.022,16.0,0,0,0,0,1.462,0.383,0.026,18.3,0,0,0,0,2.178,1.254,0.201,6.3,0,0,0,0,1.754,0.6,0.032,16.1,0,0,0,0,1.467,0.638,0.021,16.4,1.5646,0.5873,0.0479
1778618537.7198043,1,0,0,0,0,1.152,0.382,0.009,26.1,0,0,0,0,1.507,0.397,0.036,16.2,0,0,0,0,1.516,0.399,0.036,16.2,0,0,0,0,1.482,0.644,0.022,16.0,0,0,0,0,1.462,0.383,0.026,18.3,0,0,0,0,2.178,1.254,0.201,6.3,0,0,0,0,1.754,0.6,0.032,16.1,0,0,0,0,1.467,0.638,0.021,16.4,1.5646,0.5873,0.0479
1778618538.1994295,1,0,0,0,0,1.271,0.42,0.01,26.9,0,0,0,0,1.746,0.448,0.039,15.6,0,0,0,0,1.752,0.449,0.039,15.6,0,0,0,0,1.604,0.694,0.023,17.1,0,0,0,0,1.655,0.413,0.028,17.3,0,0,0,0,2.305,1.323,0.21,7.1,0,0,0,0,2.126,0.67,0.037,15.4,0,0,0,0,1.586,0.688,0.023,17.3,1.7558,0.6383,0.0512
1778618538.1994295,1,0,0,0,0,1.271,0.42,0.01,26.9,0,0,0,0,1.746,0.448,0.039,15.6,0,0,0,0,1.752,0.449,0.039,15.6,0,0,0,0,1.604,0.694,0.023,17.1,0,0,0,0,1.655,0.413,0.028,17.3,0,0,0,0,2.305,1.323,0.21,7.1,0,0,0,0,2.126,0.67,0.037,15.4,0,0,0,0,1.586,0.688,0.023,17.3,1.7558,0.6383,0.0512
1778618538.1994295,1,0,0,0,0,1.271,0.42,0.01,26.9,0,0,0,0,1.746,0.448,0.039,15.6,0,0,0,0,1.752,0.449,0.039,15.6,0,0,0,0,1.604,0.694,0.023,17.1,0,0,0,0,1.655,0.413,0.028,17.3,0,0,0,0,2.305,1.323,0.21,7.1,0,0,0,0,2.126,0.67,0.037,15.4,0,0,0,0,1.586,0.688,0.023,17.3,1.7558,0.6383,0.0512
1778618538.1994295,1,0,0,0,0,1.271,0.42,0.01,26.9,0,0,0,0,1.746,0.448,0.039,15.6,0,0,0,0,1.752,0.449,0.039,15.6,0,0,0,0,1.604,0.694,0.023,17.1,0,0,0,0,1.655,0.413,0.028,17.3,0,0,0,0,2.305,1.323,0.21,7.1,0,0,0,0,2.126,0.67,0.037,15.4,0,0,0,0,1.586,0.688,0.023,17.3,1.7558,0.6383,0.0512
1778618538.6803412,1,0,0,0,0,1.269,0.441,0.009,24.1,0,0,0,0,1.656,0.448,0.035,12.7,0,0,0,0,1.657,0.449,0.035,12.7,0,0,0,0,1.773,0.804,0.023,15.9,0,0,0,0,1.672,0.421,0.025,14.2,0,0,0,0,2.48,1.323,0.201,6.5,0,0,0,0,2.189,0.696,0.033,13.0,0,0,0,0,1.728,0.799,0.022,16.0,1.8031,0.6725,0.0478
1778618538.6803412,1,0,0,0,0,1.269,0.441,0.009,24.1,0,0,0,0,1.656,0.448,0.035,12.7,0,0,0,0,1.657,0.449,0.035,12.7,0,0,0,0,1.773,0.804,0.023,15.9,0,0,0,0,1.672,0.421,0.025,14.2,0,0,0,0,2.48,1.323,0.201,6.5,0,0,0,0,2.189,0.696,0.033,13.0,0,0,0,0,1.728,0.799,0.022,16.0,1.8031,0.6725,0.0478
1778618538.6803412,1,0,0,0,0,1.269,0.441,0.009,24.1,0,0,0,0,1.656,0.448,0.035,12.7,0,0,0,0,1.657,0.449,0.035,12.7,0,0,0,0,1.773,0.804,0.023,15.9,0,0,0,0,1.672,0.421,0.025,14.2,0,0,0,0,2.48,1.323,0.201,6.5,0,0,0,0,2.189,0.696,0.033,13.0,0,0,0,0,1.728,0.799,0.022,16.0,1.8031,0.6725,0.0478
1778618538.6803412,1,0,0,0,0,1.269,0.441,0.009,24.1,0,0,0,0,1.656,0.448,0.035,12.7,0,0,0,0,1.657,0.449,0.035,12.7,0,0,0,0,1.773,0.804,0.023,15.9,0,0,0,0,1.672,0.421,0.025,14.2,0,0,0,0,2.48,1.323,0.201,6.5,0,0,0,0,2.189,0.696,0.033,13.0,0,0,0,0,1.728,0.799,0.022,16.0,1.8031,0.6725,0.0478
1778618539.161168,1,0,0,0,0,1.404,0.479,0.01,24.4,0,0,0,0,1.922,0.501,0.04,13.1,0,0,0,0,1.92,0.501,0.04,13.2,0,0,0,0,1.911,0.829,0.025,17.4,0,0,0,0,1.847,0.447,0.028,16.8,0,0,0,0,2.434,1.316,0.204,6.5,0,0,0,0,2.415,0.743,0.037,14.3,0,0,0,0,1.872,0.827,0.024,17.7,1.9656,0.7053,0.0508
1778618539.161168,1,0,0,0,0,1.404,0.479,0.01,24.4,0,0,0,0,1.922,0.501,0.04,13.1,0,0,0,0,1.92,0.501,0.04,13.2,0,0,0,0,1.911,0.829,0.025,17.4,0,0,0,0,1.847,0.447,0.028,16.8,0,0,0,0,2.434,1.316,0.204,6.5,0,0,0,0,2.415,0.743,0.037,14.3,0,0,0,0,1.872,0.827,0.024,17.7,1.9656,0.7053,0.0508
1778618539.161168,1,0,0,0,0,1.404,0.479,0.01,24.4,0,0,0,0,1.922,0.501,0.04,13.1,0,0,0,0,1.92,0.501,0.04,13.2,0,0,0,0,1.911,0.829,0.025,17.4,0,0,0,0,1.847,0.447,0.028,16.8,0,0,0,0,2.434,1.316,0.204,6.5,0,0,0,0,2.415,0.743,0.037,14.3,0,0,0,0,1.872,0.827,0.024,17.7,1.9656,0.7053,0.0508
1778618539.161168,1,0,0,0,0,1.404,0.479,0.01,24.4,0,0,0,0,1.922,0.501,0.04,13.1,0,0,0,0,1.92,0.501,0.04,13.2,0,0,0,0,1.911,0.829,0.025,17.4,0,0,0,0,1.847,0.447,0.028,16.8,0,0,0,0,2.434,1.316,0.204,6.5,0,0,0,0,2.415,0.743,0.037,14.3,0,0,0,0,1.872,0.827,0.024,17.7,1.9656,0.7053,0.0508
1778618539.6422057,1,0,0,0,0,1.552,0.512,0.01,24.3,0,0,0,0,2.136,0.57,0.041,14.6,0,0,0,0,2.131,0.57,0.041,14.6,0,0,0,0,2.069,0.872,0.025,18.2,0,0,0,0,2.073,0.508,0.029,17.1,0,0,0,0,2.529,1.328,0.204,6.5,0,0,0,0,2.69,0.814,0.039,14.9,0,0,0,0,2.033,0.877,0.024,18.5,2.1517,0.7565,0.0518
1778618539.6422057,1,0,0,0,0,1.552,0.512,0.01,24.3,0,0,0,0,2.136,0.57,0.041,14.6,0,0,0,0,2.131,0.57,0.041,14.6,0,0,0,0,2.069,0.872,0.025,18.2,0,0,0,0,2.073,0.508,0.029,17.1,0,0,0,0,2.529,1.328,0.204,6.5,0,0,0,0,2.69,0.814,0.039,14.9,0,0,0,0,2.033,0.877,0.024,18.5,2.1517,0.7565,0.0518
1778618539.6422057,1,0,0,0,0,1.552,0.512,0.01,24.3,0,0,0,0,2.136,0.57,0.041,14.6,0,0,0,0,2.131,0.57,0.041,14.6,0,0,0,0,2.069,0.872,0.025,18.2,0,0,0,0,2.073,0.508,0.029,17.1,0,0,0,0,2.529,1.328,0.204,6.5,0,0,0,0,2.69,0.814,0.039,14.9,0,0,0,0,2.033,0.877,0.024,18.5,2.1517,0.7565,0.0518
1778618540.1222773,1,0,0,0,0,1.426,0.528,0.009,27.0,0,0,0,0,1.803,0.548,0.034,14.9,0,0,0,0,1.802,0.549,0.034,14.9,0,0,0,0,1.885,0.897,0.022,17.0,0,0,0,0,1.909,0.513,0.026,17.6,0,0,0,0,2.384,1.335,0.187,6.0,0,0,0,0,2.361,0.805,0.034,15.5,0,0,0,0,1.858,0.901,0.021,17.3,1.9284,0.7596,0.0458
1778618540.1222773,1,0,0,0,0,1.426,0.528,0.009,27.0,0,0,0,0,1.803,0.548,0.034,14.9,0,0,0,0,1.802,0.549,0.034,14.9,0,0,0,0,1.885,0.897,0.022,17.0,0,0,0,0,1.909,0.513,0.026,17.6,0,0,0,0,2.384,1.335,0.187,6.0,0,0,0,0,2.361,0.805,0.034,15.5,0,0,0,0,1.858,0.901,0.021,17.3,1.9284,0.7596,0.0458
1778618540.1222773,1,0,0,0,0,1.426,0.528,0.009,27.0,0,0,0,0,1.803,0.548,0.034,14.9,0,0,0,0,1.802,0.549,0.034,14.9,0,0,0,0,1.885,0.897,0.022,17.0,0,0,0,0,1.909,0.513,0.026,17.6,0,0,0,0,2.384,1.335,0.187,6.0,0,0,0,0,2.361,0.805,0.034,15.5,0,0,0,0,1.858,0.901,0.021,17.3,1.9284,0.7596,0.0458
1778618540.1222773,1,0,0,0,0,1.426,0.528,0.009,27.0,0,0,0,0,1.803,0.548,0.034,14.9,0,0,0,0,1.802,0.549,0.034,14.9,0,0,0,0,1.885,0.897,0.022,17.0,0,0,0,0,1.909,0.513,0.026,17.6,0,0,0,0,2.384,1.335,0.187,6.0,0,0,0,0,2.361,0.805,0.034,15.5,0,0,0,0,1.858,0.901,0.021,17.3,1.9284,0.7596,0.0458
1778618540.6034915,1,0,0,0,0,1.567,0.72,0.009,27.0,0,0,0,0,1.966,0.681,0.034,13.3,0,0,0,0,1.96,0.681,0.034,13.3,0,0,0,0,1.907,0.81,0.022,15.2,0,0,0,0,2.066,0.64,0.026,18.3,0,0,0,0,2.31,1.166,0.185,6.0,0,0,0,0,2.666,0.985,0.035,14.4,0,0,0,0,1.887,0.816,0.021,15.5,2.0412,0.8123,0.046
1778618540.6034915,1,0,0,0,0,1.567,0.72,0.009,27.0,0,0,0,0,1.966,0.681,0.034,13.3,0,0,0,0,1.96,0.681,0.034,13.3,0,0,0,0,1.907,0.81,0.022,15.2,0,0,0,0,2.066,0.64,0.026,18.3,0,0,0,0,2.31,1.166,0.185,6.0,0,0,0,0,2.666,0.985,0.035,14.4,0,0,0,0,1.887,0.816,0.021,15.5,2.0412,0.8123,0.046
1778618540.6034915,1,0,0,0,0,1.567,0.72,0.009,27.0,0,0,0,0,1.966,0.681,0.034,13.3,0,0,0,0,1.96,0.681,0.034,13.3,0,0,0,0,1.907,0.81,0.022,15.2,0,0,0,0,2.066,0.64,0.026,18.3,0,0,0,0,2.31,1.166,0.185,6.0,0,0,0,0,2.666,0.985,0.035,14.4,0,0,0,0,1.887,0.816,0.021,15.5,2.0412,0.8123,0.046
1778618540.6034915,1,0,0,0,0,1.567,0.72,0.009,27.0,0,0,0,0,1.966,0.681,0.034,13.3,0,0,0,0,1.96,0.681,0.034,13.3,0,0,0,0,1.907,0.81,0.022,15.2,0,0,0,0,2.066,0.64,0.026,18.3,0,0,0,0,2.31,1.166,0.185,6.0,0,0,0,0,2.666,0.985,0.035,14.4,0,0,0,0,1.887,0.816,0.021,15.5,2.0412,0.8123,0.046
